ENRICHMENT_ID,CALL_ID,SENTIMENT_SCORE,SENTIMENT_LABEL,CALL_SUMMARY,DISPOSITION_CLASS,FOLLOW_UP_ACTION,CUSTOMER_OBJECTIONS,APPOINTMENT_DATE_EXTRACTED,MODEL_VERSION,PROCESSED_AT,CREATED_AT
ENR007379,CALL007379,0.116,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-26 16:02:15,2024-01-26 15:40:15
ENR007380,CALL007380,0.452,positive,Agent discussed lease maturity options with the customer regarding their 2021 Honda and scheduled a sales consultation on January 22.,sales_appointment,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-15 13:34:09,2024-01-15 13:21:09
ENR007381,CALL007381,0.318,positive,Agent reminded the customer about their overdue oil change for their 2019 BMW Accord and scheduled service on January 22.,service_appointment,Send service coupon via email,,2024-01-22,cortex-llm-v1.2,2024-01-18 11:43:28,2024-01-18 11:42:28
ENR007382,CALL007382,0.427,positive,Agent discussed lease maturity options with the customer regarding their 2021 Honda and scheduled a sales consultation on February 03.,sales_appointment,Send recall information via email,,2024-02-03,cortex-llm-v1.2,2024-01-26 16:29:18,2024-01-26 16:03:18
ENR007383,CALL007383,0.66,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Just had service done,,cortex-llm-v1.2,2024-01-09 09:58:34,2024-01-09 09:31:34
ENR007384,CALL007384,-0.261,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,No follow-up needed — appointment confirmed,Just had service done,,cortex-llm-v1.2,2024-01-30 18:15:48,2024-01-30 17:55:48
ENR007385,CALL007385,0.064,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-06 19:14:49,2024-01-06 18:45:49
ENR007386,CALL007386,0.298,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-05 10:57:06,2024-01-05 10:37:06
ENR007387,CALL007387,0.473,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Just had service done,,cortex-llm-v1.2,2024-01-09 13:55:46,2024-01-09 13:26:46
ENR007388,CALL007388,0.149,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,Just had service done,,cortex-llm-v1.2,2024-01-09 14:51:22,2024-01-09 14:47:22
ENR007389,CALL007389,0.245,neutral,Agent reminded the customer about their overdue oil change for their 2020 Chevrolet F-150 and scheduled service on January 26.,service_appointment,Log callback for 2 weeks,,2024-01-26,cortex-llm-v1.2,2024-01-23 13:19:38,2024-01-23 13:08:38
ENR007390,CALL007390,0.21,neutral,Agent reminded the customer about their overdue oil change for their 2019 Toyota 3 Series and scheduled service on January 23.,service_appointment,Send appointment confirmation text,,2024-01-23,cortex-llm-v1.2,2024-01-14 15:34:06,2024-01-14 15:05:06
ENR007391,CALL007391,-0.022,neutral,Agent discussed lease maturity options with the customer regarding their 2021 Honda and scheduled a sales consultation on January 23.,sales_appointment,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-16 12:37:03,2024-01-16 12:19:03
ENR007392,CALL007392,-0.038,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Just had service done,,cortex-llm-v1.2,2024-01-16 16:56:06,2024-01-16 16:28:06
ENR007393,CALL007393,0.081,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Log callback for 2 weeks,Too busy right now,,cortex-llm-v1.2,2024-01-26 09:24:57,2024-01-26 09:22:57
ENR007394,CALL007394,0.149,neutral,Agent notified the customer of an open safety recall on their 2021 Toyota Accord and scheduled a free recall repair on January 23.,service_appointment,Mark as do-not-call and update CRM,,2024-01-23,cortex-llm-v1.2,2024-01-17 11:14:39,2024-01-17 11:00:39
ENR007395,CALL007395,0.065,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-06 15:54:12,2024-01-06 15:49:12
ENR007396,CALL007396,0.411,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send recall information via email,,,cortex-llm-v1.2,2024-01-16 12:59:40,2024-01-16 12:33:40
ENR007397,CALL007397,0.022,neutral,Agent successfully scheduled a Cabin Filter Replacement appointment for the customer's 2020 Ford F-150 on January 15.,service_appointment,Transfer to sales team,,2024-01-15,cortex-llm-v1.2,2024-01-10 14:59:00,2024-01-10 14:29:00
ENR007398,CALL007398,0.532,positive,Agent discussed lease maturity options with the customer regarding their 2019 Toyota and scheduled a sales consultation on January 14.,sales_appointment,Send service coupon via email,,2024-01-14,cortex-llm-v1.2,2024-01-05 16:24:11,2024-01-05 16:08:11
ENR007399,CALL007399,-0.116,neutral,Agent discussed lease maturity options with the customer regarding their 2022 BMW and scheduled a sales consultation on January 17.,sales_appointment,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-16 09:54:16,2024-01-16 09:34:16
ENR007400,CALL007400,0.112,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-02 15:29:21,2024-01-02 15:21:21
ENR007401,CALL007401,0.165,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Add to retention campaign,,2024-01-12,cortex-llm-v1.2,2024-01-07 15:23:35,2024-01-07 15:21:35
ENR007402,CALL007402,0.446,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Just had service done,,cortex-llm-v1.2,2024-01-05 12:43:26,2024-01-05 12:18:26
ENR007403,CALL007403,0.22,neutral,Agent successfully scheduled a Air Filter Replacement appointment for the customer's 2022 Toyota Equinox on January 30.,service_appointment,Escalate to service manager,,2024-01-30,cortex-llm-v1.2,2024-01-22 14:47:53,2024-01-22 14:38:53
ENR007404,CALL007404,0.168,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-17 12:20:02,2024-01-17 11:57:02
ENR007405,CALL007405,0.03,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Escalate to service manager,Just had service done,,cortex-llm-v1.2,2024-01-24 11:53:12,2024-01-24 11:40:12
ENR007406,CALL007406,0.129,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-05 09:48:59,2024-01-05 09:39:59
ENR007407,CALL007407,0.31,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-26 14:50:40,2024-01-26 14:23:40
ENR007408,CALL007408,0.381,positive,Agent discussed lease maturity options with the customer regarding their 2022 BMW and scheduled a sales consultation on January 15.,sales_appointment,Escalate to service manager,,,cortex-llm-v1.2,2024-01-06 18:01:34,2024-01-06 17:47:34
ENR007409,CALL007409,0.601,positive,Agent discussed lease maturity options with the customer regarding their 2022 BMW and scheduled a sales consultation on January 18.,sales_appointment,Log callback for 2 weeks,,2024-01-18,cortex-llm-v1.2,2024-01-13 18:11:09,2024-01-13 17:41:09
ENR007410,CALL007410,-0.161,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Just had service done,,cortex-llm-v1.2,2024-01-23 10:12:44,2024-01-23 09:58:44
ENR007411,CALL007411,0.102,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-22 10:27:35,2024-01-22 10:20:35
ENR007412,CALL007412,0.574,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-15 13:35:07,2024-01-15 13:15:07
ENR007413,CALL007413,0.037,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-30 13:44:22,2024-01-30 13:43:22
ENR007414,CALL007414,0.656,positive,Agent successfully scheduled a Tire Rotation appointment for the customer's 2022 BMW F-150 on January 12.,service_appointment,Log callback for 2 weeks,,2024-01-12,cortex-llm-v1.2,2024-01-03 09:07:43,2024-01-03 08:58:43
ENR007415,CALL007415,-0.057,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Not ready to commit,,cortex-llm-v1.2,2024-01-27 16:22:32,2024-01-27 15:56:32
ENR007416,CALL007416,0.008,neutral,Agent notified the customer of an open safety recall on their 2019 Toyota Equinox and scheduled a free recall repair on January 12.,service_appointment,Log callback for 2 weeks,,2024-01-12,cortex-llm-v1.2,2024-01-04 10:23:54,2024-01-04 10:01:54
ENR007417,CALL007417,-0.106,neutral,Agent notified the customer of an open safety recall on their 2022 Honda Equinox and scheduled a free recall repair on January 23.,service_appointment,No follow-up needed — appointment confirmed,,2024-01-23,cortex-llm-v1.2,2024-01-22 11:47:34,2024-01-22 11:17:34
ENR007418,CALL007418,0.659,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-02 14:23:03,2024-01-02 14:15:03
ENR007419,CALL007419,-0.217,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too busy right now,,cortex-llm-v1.2,2024-01-17 14:15:49,2024-01-17 13:45:49
ENR007420,CALL007420,0.077,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send appointment confirmation text,,2024-01-18,cortex-llm-v1.2,2024-01-12 17:15:46,2024-01-12 17:06:46
ENR007421,CALL007421,0.16,neutral,Agent notified the customer of an open safety recall on their 2022 Chevrolet Equinox and scheduled a free recall repair on January 08.,service_appointment,Send appointment confirmation text,Already have a mechanic,,cortex-llm-v1.2,2024-01-05 09:35:50,2024-01-05 09:29:50
ENR007422,CALL007422,0.798,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Schedule follow-up call for next week,,2024-01-26,cortex-llm-v1.2,2024-01-22 14:27:52,2024-01-22 14:05:52
ENR007423,CALL007423,0.07,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Too expensive,,cortex-llm-v1.2,2024-01-21 16:03:55,2024-01-21 15:46:55
ENR007424,CALL007424,0.0,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send recall information via email,,2024-01-11,cortex-llm-v1.2,2024-01-07 16:45:58,2024-01-07 16:24:58
ENR007425,CALL007425,0.719,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Just had service done,,cortex-llm-v1.2,2024-01-06 15:32:38,2024-01-06 15:12:38
ENR007426,CALL007426,0.052,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-13 10:33:17,2024-01-13 10:25:17
ENR007427,CALL007427,-0.166,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Transfer to sales team,Not ready to commit,,cortex-llm-v1.2,2024-01-09 15:20:48,2024-01-09 15:13:48
ENR007428,CALL007428,0.047,neutral,Agent successfully scheduled a Brake Inspection appointment for the customer's 2020 BMW Camry on January 31.,service_appointment,Log callback for 2 weeks,,2024-01-31,cortex-llm-v1.2,2024-01-27 15:41:39,2024-01-27 15:25:39
ENR007429,CALL007429,-0.231,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too expensive,,cortex-llm-v1.2,2024-01-12 14:16:46,2024-01-12 14:15:46
